date,description,amount,type,category
2021-08-15,Go exactly much food region.,-720.62,debit,Food & Drink
2021-08-16,Environment teach world quickly believe.,1349.0,credit,Investment
2021-08-18,Yeah term.,-275.49,debit,Health & Fitness
2021-08-20,Economic represent stock.,-1628.88,debit,Health & Fitness
2021-08-21,Central plan physical heart.,4420.0,credit,Other
2021-08-21,Idea seek.,-135.57,debit,Utilities
2021-08-22,Wear force able similar.,-83.6,debit,Salary
2021-08-23,Play recently sure somebody.,-1772.72,debit,Entertainment
2021-08-24,Why station manager.,-1035.61,debit,Travel
2021-08-25,Front official not.,-514.09,debit,Salary
2021-08-27,Thus several animal phone.,-579.36,debit,Entertainment
2021-08-29,Buy tax.,-1732.94,debit,Food & Drink
2021-09-05,A when dark read.,-1600.69,debit,Rent
2021-09-06,City usually ever.,-1489.18,debit,Shopping
2021-09-09,Bar professor power.,-684.68,debit,Shopping
2021-09-09,Personal rise sense investment.,3509.0,credit,Other
2021-09-09,Ability live.,-1604.28,debit,Travel
2021-09-10,Difficult quite act receive stage.,-866.91,debit,Rent
2021-09-11,Local director become.,-1095.49,debit,Utilities
2021-09-11,Finish thing.,-662.56,debit,Rent
2021-09-11,Similar send card year.,-1209.22,debit,Salary
2021-09-11,Most across.,-709.58,debit,Salary
2021-09-15,Goal defense security turn.,4063.0,credit,Other
2021-09-16,White fire cause everybody.,-1031.04,debit,Health & Fitness
2021-09-16,Beautiful beyond sell.,-159.33,debit,Food & Drink
2021-09-17,Network outside parent.,-1906.05,debit,Utilities
2021-09-17,Day parent country.,785.0,credit,Other
2021-09-19,Position six soldier.,3500.0,credit,Investment
2021-09-19,History drop point audience.,-1214.14,debit,Food & Drink
2021-09-19,Value car team nothing.,-750.31,debit,Health & Fitness
2021-09-19,Raise several west side admit.,-1063.63,debit,Utilities
2021-09-20,Energy always.,-506.73,debit,Travel
2021-09-21,Media pick may indeed.,4588.0,credit,Investment
2021-09-28,Policy mrs.,-530.94,debit,Rent
2021-10-01,Base bad tv.,-437.0,debit,Salary
2021-10-07,Force only shake power poor.,-408.35,debit,Salary
2021-10-08,Role suffer around beat.,4203.0,credit,Investment
2021-10-13,Law participant.,1219.0,credit,Other
2021-10-13,Budget remain reduce.,-1339.0,debit,Health & Fitness
2021-10-13,Well mission situation result.,-1783.75,debit,Travel
2021-10-16,Camera sit environmental though.,-1589.46,debit,Utilities
2021-10-20,Southern evening ask republican.,-1970.41,debit,Rent
2021-10-21,Baby lawyer growth matter note.,-1582.84,debit,Entertainment
2021-10-22,Effort bill off.,4328.0,credit,Other
2021-10-24,Scientist able teach.,-1227.78,debit,Utilities
2021-10-24,Animal hair turn.,3761.0,credit,Other
2021-10-27,Need trial.,-1056.13,debit,Salary
2021-10-27,Focus indicate result.,-259.4,debit,Rent
2021-10-30,Number budget.,-905.45,debit,Rent
2021-11-03,Development middle animal.,-265.39,debit,Health & Fitness
2021-11-04,Theory tend.,-1537.89,debit,Utilities
2021-11-05,Beat lead hard factor.,1517.0,credit,Investment
2021-11-05,Drug happy will young simply.,-337.67,debit,Travel
2021-11-06,Character usually agency.,-698.59,debit,Entertainment
2021-11-07,Player really act friend.,-1693.41,debit,Travel
2021-11-10,Billion morning draw.,-259.09,debit,Travel
2021-11-15,Win central.,-1010.12,debit,Rent
2021-11-16,Analysis discuss.,1902.0,credit,Investment
2021-11-17,Red head window be.,-1686.63,debit,Health & Fitness
2021-11-18,Door end fire.,-1305.75,debit,Travel
2021-11-18,Card star avoid nothing.,-171.63,debit,Food & Drink
2021-11-19,Fish evening avoid dark.,-1240.04,debit,Shopping
2021-11-21,Choice clearly.,2974.0,credit,Other
2021-11-21,Image movie who debate.,-601.89,debit,Shopping
2021-11-21,Enter build citizen rather.,1794.0,credit,Investment
2021-11-23,Structure foreign before.,-934.24,debit,Salary
2021-11-26,How any federal star.,-632.04,debit,Utilities
2021-11-27,Weight take.,-1950.99,debit,Health & Fitness
2021-11-28,Economic left sound cause activity.,4718.0,credit,Other
2021-12-01,Cup hundred rather.,-491.06,debit,Health & Fitness
2021-12-02,Only true avoid young cup.,2530.0,credit,Other
2021-12-03,Walk anything.,-504.06,debit,Shopping
2021-12-03,Begin suggest speak.,2877.0,credit,Investment
2021-12-08,Start house ahead raise.,-1628.82,debit,Utilities
2021-12-09,Democrat cost evidence third.,-387.77,debit,Health & Fitness
2021-12-09,People early far include nearly.,4585.0,credit,Other
2021-12-11,Evidence case.,-56.12,debit,Salary
2021-12-12,Eat yes myself affect him.,-1933.71,debit,Salary
2021-12-13,Name machine tree maybe.,-106.83,debit,Health & Fitness
2021-12-13,Conference five despite.,-578.64,debit,Salary
2021-12-15,Speak line.,4030.0,credit,Investment
2021-12-15,Yourself wind beyond prevent entire.,3496.0,credit,Other
2021-12-16,Offer work home.,-100.03,debit,Health & Fitness
2021-12-19,Door fish scene.,3469.0,credit,Investment
2021-12-20,Agreement red way nor none.,-778.83,debit,Rent
2021-12-20,My compare also argue.,-1652.37,debit,Travel
2021-12-23,Money a.,-266.04,debit,Rent
2021-12-24,Future concern sort.,3277.0,credit,Other
2021-12-26,Against only.,-1512.38,debit,Health & Fitness
2021-12-28,Suffer team.,4596.0,credit,Other
2021-12-31,Relate product only from.,1622.0,credit,Investment
2022-01-01,Wish run join.,-1043.47,debit,Salary
2022-01-03,Program sport her.,-333.38,debit,Health & Fitness
2022-01-03,Concern ability reduce.,-1191.51,debit,Travel
2022-01-03,Company why really up.,3186.0,credit,Investment
2022-01-04,Surface side nothing consider.,-1420.39,debit,Salary
2022-01-05,Determine not view cell seat.,-743.03,debit,Food & Drink
2022-01-06,Word collection those become.,-1171.57,debit,Shopping
2022-01-08,Activity decide really go.,-1197.85,debit,Food & Drink
2022-01-09,Answer just.,-1445.59,debit,Entertainment
2022-01-13,This manage her.,-1053.22,debit,Utilities
2022-01-13,Big look tell prepare.,-304.07,debit,Shopping
2022-01-14,Later son almost.,-1149.41,debit,Food & Drink
2022-01-16,Natural together.,-831.79,debit,Utilities
2022-01-16,End bit game thousand.,-47.69,debit,Entertainment
2022-01-18,Threat church big day couple.,-1414.49,debit,Food & Drink
2022-01-18,Order party lot all.,-1746.91,debit,Salary
2022-01-21,Enter example down anyone occur.,-1996.26,debit,Health & Fitness
2022-01-21,Approach about because.,-634.37,debit,Shopping
2022-01-22,Best deal point.,4975.0,credit,Other
2022-01-23,Such final however major.,-1224.05,debit,Travel
2022-01-24,Politics hold.,2785.0,credit,Investment
2022-01-28,Hard knowledge enjoy let.,-1883.56,debit,Entertainment
2022-02-01,Nor character recent.,-1412.75,debit,Travel
2022-02-02,Property space.,-640.91,debit,Salary
2022-02-05,Dinner article hit mission whole.,-582.7,debit,Travel
2022-02-05,Think live bad total research.,-1792.56,debit,Shopping
2022-02-06,Too song quality per build.,-1909.67,debit,Health & Fitness
2022-02-08,We cold deep.,-93.71,debit,Travel
2022-02-08,Amount bad raise.,-699.26,debit,Rent
2022-02-09,Challenge organization floor road southern.,-1497.2,debit,Travel
2022-02-10,News need task mind.,-1866.72,debit,Travel
2022-02-10,Onto site both change note.,-227.36,debit,Utilities
2022-02-10,Understand none.,-492.49,debit,Entertainment
2022-02-10,Test they there.,-1279.51,debit,Entertainment
2022-02-11,Pressure occur list common.,3205.0,credit,Other
2022-02-14,Peace race i.,-1365.57,debit,Rent
2022-02-17,Feel season similar.,-1816.79,debit,Food & Drink
2022-02-17,Successful teach range.,3131.0,credit,Other
2022-02-17,Full soldier.,-960.12,debit,Salary
2022-02-17,Real any little environmental.,3833.0,credit,Investment
2022-02-18,Rock painting become.,4883.0,credit,Investment
2022-02-21,Tree imagine machine.,-1827.33,debit,Food & Drink
2022-02-22,Start middle city find.,797.0,credit,Investment
2022-02-22,Career surface these ahead.,-1578.04,debit,Shopping
2022-02-25,Student economic lead.,806.0,credit,Other
2022-02-27,Ever statement measure.,3244.0,credit,Investment
2022-03-01,Drop major.,-1779.63,debit,Salary
2022-03-02,Whether listen necessary.,2735.0,credit,Other
2022-03-04,Study else store.,3208.0,credit,Investment
2022-03-05,Agree anyone take.,2607.0,credit,Other
2022-03-07,Positive question especially.,-1475.87,debit,Food & Drink
2022-03-07,After sister should across treatment.,-359.23,debit,Entertainment
2022-03-12,Song difference part wall require.,-1655.71,debit,Shopping
2022-03-14,Time surface learn design.,-807.66,debit,Rent
2022-03-17,Station however bill memory production.,4411.0,credit,Investment
2022-03-17,Positive participant fear blue as.,-23.59,debit,Entertainment
2022-03-18,Technology end represent throughout.,-1509.98,debit,Salary
2022-03-18,Change she tonight.,-1169.1,debit,Travel
2022-03-18,Race return pretty young.,-1310.83,debit,Travel
2022-03-20,Identify say on yes.,-1338.89,debit,Food & Drink
2022-03-20,Risk develop movement size.,-816.78,debit,Utilities
2022-03-22,Feel color price next.,-1383.68,debit,Travel
2022-03-23,Likely scientist.,-741.41,debit,Travel
2022-03-23,Water tonight pressure.,-961.58,debit,Utilities
2022-03-24,Development the inside thought.,-837.53,debit,Health & Fitness
2022-03-25,One less brother.,-1517.13,debit,Salary
2022-03-26,Oil per line create build.,-1526.1,debit,Entertainment
2022-03-27,Fear approach take case customer.,-1055.76,debit,Rent
2022-03-28,Throughout would century television congress.,-165.42,debit,Health & Fitness
2022-03-28,Forward would finish around.,-1659.26,debit,Food & Drink
2022-03-28,Decide similar office.,-1149.68,debit,Entertainment
2022-03-28,Size sister can its.,4762.0,credit,Other
2022-03-29,Throughout series.,-1619.3,debit,Salary
2022-03-29,Investment local above move.,-1436.67,debit,Entertainment
2022-03-31,Adult above safe.,-919.03,debit,Shopping
2022-03-31,Fine bill me fill.,3024.0,credit,Other
2022-03-31,Fear fact.,-516.37,debit,Shopping
2022-04-01,Model its rather card you.,1098.0,credit,Investment
2022-04-01,Seek close trade speech.,1022.0,credit,Other
2022-04-01,Difference world deep.,-1869.82,debit,Food & Drink
2022-04-01,Mean but represent society heart.,759.0,credit,Other
2022-04-02,Perhaps order answer blue structure.,-1540.25,debit,Utilities
2022-04-02,Indicate herself.,-755.18,debit,Shopping
2022-04-03,Listen check receive.,-1740.54,debit,Salary
2022-04-03,Inside big minute.,-169.7,debit,Shopping
2022-04-04,Store bit responsibility brother.,-1310.53,debit,Utilities
2022-04-05,Marriage participant.,-1985.77,debit,Utilities
2022-04-08,Win group important civil nature.,-1458.44,debit,Utilities
2022-04-09,Former able public trade.,-1514.8,debit,Food & Drink
2022-04-09,Chance bed memory rich.,-1350.26,debit,Salary
2022-04-10,Popular lead with.,-1648.49,debit,Shopping
2022-04-10,Anyone spend them system.,-318.69,debit,Health & Fitness
2022-04-16,International break surface three.,763.0,credit,Investment
2022-04-18,Professional color group.,-1233.7,debit,Shopping
2022-04-18,Environmental run head garden box.,-488.93,debit,Food & Drink
2022-04-21,Even history surface son.,4157.0,credit,Investment
2022-04-22,Indeed opportunity.,2419.0,credit,Other
2022-04-22,Car risk.,-497.02,debit,Food & Drink
2022-04-24,Consider here grow agreement.,-288.87,debit,Food & Drink
2022-04-24,Turn both in animal.,-1633.41,debit,Entertainment
2022-04-29,Actually than modern season.,-1159.17,debit,Health & Fitness
2022-04-30,Within prove full.,-481.44,debit,Health & Fitness
2022-05-02,Believe product eat generation put.,-832.98,debit,Entertainment
2022-05-02,Stuff next write.,-1255.73,debit,Utilities
2022-05-03,Poor church.,-103.3,debit,Salary
2022-05-05,Thank avoid man drive.,-1573.75,debit,Shopping
2022-05-05,Medical nearly.,-822.44,debit,Shopping
2022-05-06,Stage bad know of.,-1511.29,debit,Utilities
2022-05-07,None pressure lay future stay.,-1119.0,debit,Shopping
2022-05-07,Include news a before.,-1830.33,debit,Salary
2022-05-07,Language budget market president.,-608.47,debit,Entertainment
2022-05-08,Forward should outside respond.,2588.0,credit,Investment
2022-05-08,Box service develop game.,-1845.23,debit,Rent
2022-05-09,Miss reduce animal clearly cell.,-1075.91,debit,Rent
2022-05-09,Effect cultural.,-544.24,debit,Food & Drink
2022-05-11,Democratic station course full.,-1748.5,debit,Food & Drink
2022-05-13,Unit study.,4427.0,credit,Investment
2022-05-13,Leader operation mean white.,-613.34,debit,Health & Fitness
2022-05-14,Save network item one under.,-1874.95,debit,Entertainment
2022-05-19,Community spring billion price paper.,-1496.29,debit,Rent
2022-05-19,Thing industry participant realize.,-1394.3,debit,Entertainment
2022-05-20,Include record security.,-767.52,debit,Travel
2022-05-20,Huge garden family.,-1831.1,debit,Shopping
2022-05-22,Team republican very plan cut.,-623.76,debit,Health & Fitness
2022-05-23,Tv car report window.,-937.35,debit,Salary
2022-05-24,My pm report set.,-1525.64,debit,Salary
2022-05-24,Old wall report purpose.,-747.7,debit,Entertainment
2022-05-25,There institution actually.,-1485.09,debit,Entertainment
2022-05-27,Herself apply.,2918.0,credit,Other
2022-05-28,Environment size worker.,2384.0,credit,Other
2022-05-29,Style real far.,-1003.61,debit,Entertainment
2022-05-29,Grow laugh.,-522.08,debit,Health & Fitness
2022-05-30,Unit hold.,-346.84,debit,Health & Fitness
2022-05-30,Score night down.,-927.05,debit,Salary
2022-05-31,Approach season data than team.,-376.26,debit,Salary
2022-06-01,Treatment relate positive.,-1052.65,debit,Food & Drink
2022-06-01,Cultural right cover large work.,-1890.92,debit,Rent
2022-06-04,While same budget.,-830.66,debit,Food & Drink
2022-06-04,Evidence enough claim suffer.,-145.26,debit,Entertainment
2022-06-06,Letter visit always up.,4642.0,credit,Investment
2022-06-07,Past product make of group.,-1239.49,debit,Food & Drink
2022-06-07,Detail contain attention measure indeed.,-1321.98,debit,Salary
2022-06-11,Begin determine degree forward.,597.0,credit,Other
2022-06-11,Despite sell most.,4888.0,credit,Other
2022-06-12,Either rich agency might.,-1836.92,debit,Rent
2022-06-12,Boy generation.,-1009.41,debit,Food & Drink
2022-06-12,Truth during always those high.,-1614.27,debit,Shopping
2022-06-13,Sort knowledge analysis together court.,-391.94,debit,Entertainment
2022-06-17,Way cold.,-541.98,debit,Health & Fitness
2022-06-17,Account assume prove similar ten.,-1919.0,debit,Health & Fitness
2022-06-18,Day stock.,-1980.56,debit,Entertainment
2022-06-19,Section child.,-1310.93,debit,Rent
2022-06-20,Also available concern edge.,-196.07,debit,Food & Drink
2022-06-21,Start treat imagine later identify.,-121.67,debit,Salary
2022-06-21,Hope brother.,1177.0,credit,Investment
2022-06-23,Face rate.,-1790.63,debit,Rent
2022-06-23,As second animal summer group.,-1293.37,debit,Shopping
2022-06-25,She join house.,-430.72,debit,Entertainment
2022-06-25,Choose detail section someone.,-549.48,debit,Salary
2022-06-26,Whether century quality.,-1799.63,debit,Travel
2022-06-26,Network never.,-366.92,debit,Food & Drink
2022-06-30,Above others.,-1923.32,debit,Food & Drink
2022-07-01,Water fight security tough gas.,-1858.46,debit,Shopping
2022-07-02,Central contain pattern education boy.,-1137.72,debit,Entertainment
2022-07-04,Maintain former campaign pretty beyond.,-204.39,debit,Food & Drink
2022-07-04,Surface usually.,-773.85,debit,Health & Fitness
2022-07-04,Popular available public economy.,-1006.58,debit,Rent
2022-07-05,Fish late pattern.,-687.78,debit,Rent
2022-07-06,Charge note space when collection.,-1938.15,debit,Shopping
2022-07-13,Size republican political.,-1569.26,debit,Travel
2022-07-17,Care run there leg.,-718.06,debit,Entertainment
2022-07-17,Main board population.,-379.62,debit,Shopping
2022-07-17,Teach cause mrs.,-180.53,debit,Shopping
2022-07-18,Baby away affect medical all.,-1429.09,debit,Entertainment
2022-07-18,If operation trade necessary myself.,3612.0,credit,Investment
2022-07-19,President chance hotel through.,-1481.91,debit,Utilities
2022-07-20,Let member however.,-192.13,debit,Rent
2022-07-22,Production summer.,-726.24,debit,Salary
2022-07-25,Cell city not not the.,-183.72,debit,Utilities
2022-07-27,Plant event score official now.,-1452.44,debit,Rent
2022-07-27,Truth thing always possible.,-590.78,debit,Food & Drink
2022-07-27,Voice american seven discussion.,-215.55,debit,Shopping
2022-07-27,Doctor protect military social.,3157.0,credit,Investment
2022-07-28,Half president structure might.,-1148.2,debit,Entertainment
2022-07-28,Might good test.,1888.0,credit,Other
2022-07-29,Thought according think key.,2698.0,credit,Other
2022-07-30,Method exactly.,-342.74,debit,Rent
2022-07-31,Church own stage.,-973.62,debit,Travel
2022-08-02,Specific result loss long.,2520.0,credit,Other
2022-08-02,Claim street against amount of.,-1191.67,debit,Salary
2022-08-03,Picture always occur.,1609.0,credit,Investment
2022-08-04,Election conference when.,-671.11,debit,Shopping
2022-08-06,These road.,-886.04,debit,Health & Fitness
2022-08-07,Describe paper.,-607.87,debit,Utilities
2022-08-12,Color store over some.,-963.23,debit,Entertainment
2022-08-13,Process enough right garden law.,3114.0,credit,Other
2022-08-15,Her car admit.,-1935.85,debit,Salary
2022-08-15,Range step painting concern.,-758.35,debit,Health & Fitness
2022-08-16,Me brother lot candidate owner.,-736.38,debit,Shopping
2022-08-16,Miss have analysis morning.,-1188.53,debit,Entertainment
2022-08-17,Smile high open scientist.,-1906.48,debit,Food & Drink
2022-08-18,International effort.,-882.53,debit,Entertainment
2022-08-19,Exist theory.,-1639.74,debit,Rent
2022-08-21,Country remember smile.,-1349.23,debit,Shopping
2022-08-21,Brother according pressure reach firm.,2482.0,credit,Other
2022-08-22,Talk interest hand.,-903.64,debit,Rent
2022-08-22,Choice prepare.,-1433.32,debit,Utilities
2022-08-23,Sense including six lot.,-1073.39,debit,Shopping
2022-08-24,Never effect fill general relationship.,-1091.85,debit,Shopping
2022-08-26,Security land record.,-1406.25,debit,Health & Fitness
2022-08-26,Democrat hundred.,-227.65,debit,Rent
2022-08-28,Pass range appear home player.,-341.01,debit,Health & Fitness
2022-08-29,Likely outside because.,-1933.95,debit,Shopping
2022-08-30,He participant right.,-220.83,debit,Shopping
2022-08-31,Prevent expert white arm similar.,4683.0,credit,Investment
2022-08-31,Keep cut prevent sound.,-897.1,debit,Entertainment
2022-09-01,Almost outside middle.,-696.49,debit,Utilities
2022-09-02,College already dream a church.,2920.0,credit,Investment
2022-09-03,Good house only military.,-240.98,debit,Rent
2022-09-03,Near risk.,-703.17,debit,Utilities
2022-09-03,Give white everybody paper create.,-1047.02,debit,Entertainment
2022-09-04,Above company media next me.,-881.95,debit,Rent
2022-09-04,Sort what.,-143.68,debit,Health & Fitness
2022-09-05,Economic kind help low during.,685.0,credit,Investment
2022-09-06,Race to television loss.,-1357.51,debit,Rent
2022-09-07,Him small.,4727.0,credit,Investment
2022-09-08,Son include good.,3211.0,credit,Investment
2022-09-10,Red enjoy.,-471.39,debit,Salary
2022-09-11,Never condition.,-68.09,debit,Shopping
2022-09-11,Human see.,-380.91,debit,Utilities
2022-09-12,Despite off consumer second.,-904.65,debit,Entertainment
2022-09-14,Say dog drug enter.,-1412.42,debit,Food & Drink
2022-09-15,Strong student green.,-1158.92,debit,Rent
2022-09-15,Turn put professional.,-737.93,debit,Utilities
2022-09-17,When summer he firm together.,2649.0,credit,Investment
2022-09-18,Make worker trouble.,-1060.15,debit,Salary
2022-09-19,Develop office approach son.,-1226.5,debit,Shopping
2022-09-19,Allow girl team simply lead.,-710.45,debit,Health & Fitness
2022-09-21,Least ready activity decision ok.,-1629.34,debit,Utilities
2022-09-23,Party employee nature down.,-1838.18,debit,Travel
2022-09-26,Evidence conference capital office.,-374.26,debit,Rent
2022-09-26,Gas contain interest industry sell.,-633.24,debit,Utilities
2022-09-28,Result sound.,-842.3,debit,Shopping
2022-09-29,Task cultural son school.,3965.0,credit,Other
2022-09-29,Computer matter.,1866.0,credit,Investment
2022-09-30,Result size feel no nothing.,-382.33,debit,Utilities
2022-10-01,Real art.,-1732.39,debit,Food & Drink
2022-10-02,Stuff benefit seat employee.,-281.7,debit,Salary
2022-10-03,Newspaper special general in go.,-824.18,debit,Salary
2022-10-04,Office power company sister great.,-982.51,debit,Salary
2022-10-04,Simple land bad party.,2306.0,credit,Investment
2022-10-05,What than political up instead.,-457.44,debit,Travel
2022-10-08,Support author class direction.,-1135.64,debit,Salary
2022-10-10,Report painting house.,-1103.96,debit,Salary
2022-10-12,Security minute late cold.,2694.0,credit,Investment
2022-10-12,Road product wait.,-1088.67,debit,Health & Fitness
2022-10-13,Cold billion as.,-1097.24,debit,Salary
2022-10-19,Approach side model you billion.,-1474.62,debit,Rent
2022-10-19,Pressure those.,-602.44,debit,Entertainment
2022-10-20,Easy exist phone.,-533.0,debit,Salary
2022-10-21,Stuff agreement professional team foot.,-883.75,debit,Rent
2022-10-22,Window music evening know.,-427.66,debit,Entertainment
2022-10-23,Opportunity lead see.,-1723.49,debit,Health & Fitness
2022-10-25,Model police finally girl.,-340.3,debit,Shopping
2022-10-28,Source kind hand.,2195.0,credit,Investment
2022-10-30,Field a spring.,-1069.24,debit,Health & Fitness
2022-10-31,Expert movement reach man.,-654.07,debit,Utilities
2022-11-03,Across involve fall.,-1149.74,debit,Travel
2022-11-04,Nature country.,-279.82,debit,Rent
2022-11-05,House clear say hope.,-1838.35,debit,Shopping
2022-11-07,Enjoy instead dream.,-1405.84,debit,Utilities
2022-11-07,Possible mother especially.,3138.0,credit,Investment
2022-11-09,Consumer face.,-984.02,debit,Shopping
2022-11-10,Laugh red man fly charge.,-1259.35,debit,Travel
2022-11-13,Control bill.,-1270.92,debit,Rent
2022-11-14,Management game.,-914.84,debit,Health & Fitness
2022-11-14,Resource road do.,-811.67,debit,Rent
2022-11-15,Your less social form.,-1739.13,debit,Food & Drink
2022-11-17,Entire hotel.,-1464.55,debit,Rent
2022-11-17,Consider time economic high.,-1701.71,debit,Health & Fitness
2022-11-18,Window research his.,-443.48,debit,Shopping
2022-11-19,Scene almost leave.,-994.48,debit,Entertainment
2022-11-21,Program decade home which view.,-682.13,debit,Travel
2022-11-22,Rock seat near business loss.,-1578.72,debit,Salary
2022-11-26,Growth appear project.,-101.43,debit,Food & Drink
2022-11-26,Plan foot cold.,-42.4,debit,Salary
2022-11-28,Choice side eat matter rather.,2157.0,credit,Other
2022-11-28,Build smile across among situation.,-888.16,debit,Utilities
2022-12-01,Art green child movie blue.,-1765.47,debit,Utilities
2022-12-03,First next popular.,-195.75,debit,Travel
2022-12-04,Run again help right.,-749.97,debit,Rent
2022-12-05,Magazine join.,-113.06,debit,Utilities
2022-12-05,Recent couple cost girl run.,-864.17,debit,Entertainment
2022-12-07,Trial never attention choice fast.,508.0,credit,Investment
2022-12-12,Happen a point here control.,-274.07,debit,Rent
2022-12-13,Task simply draw return probably.,-28.48,debit,Salary
2022-12-15,Couple raise she child.,-1976.43,debit,Rent
2022-12-16,Important focus benefit probably.,-960.62,debit,Utilities
2022-12-18,Condition all blood.,-1464.22,debit,Rent
2022-12-22,All politics.,3511.0,credit,Other
2022-12-28,Moment red eight hand.,-771.61,debit,Utilities
2022-12-30,Us decade.,-1286.74,debit,Utilities
2022-12-31,Life police.,-1065.71,debit,Rent
2023-01-03,Sea three state some around.,4105.0,credit,Investment
2023-01-04,American audience fight war whether.,-1259.88,debit,Entertainment
2023-01-04,Rise mother.,4124.0,credit,Other
2023-01-06,Moment eat personal.,-1794.22,debit,Rent
2023-01-09,See indeed black police group.,3645.0,credit,Investment
2023-01-10,Third coach congress husband.,-635.86,debit,Shopping
2023-01-11,Move outside value.,1190.0,credit,Other
2023-01-13,Yard foot he share issue.,-1560.15,debit,Travel
2023-01-15,Drive nation heart nearly season.,-418.84,debit,Travel
2023-01-16,Language however risk work.,-1498.21,debit,Entertainment
2023-01-17,Career three according worker democrat.,-1569.77,debit,Food & Drink
2023-01-18,Sign wall.,-994.83,debit,Entertainment
2023-01-19,Memory number occur behind leave.,1081.0,credit,Other
2023-01-19,Enter threat economic.,-1973.9,debit,Food & Drink
2023-01-19,Begin hundred truth.,-779.81,debit,Utilities
2023-01-19,Society common stay ready.,-737.17,debit,Shopping
2023-01-19,Organization feel.,-1909.36,debit,Salary
2023-01-20,Bad argue side girl.,-1178.85,debit,Food & Drink
2023-01-21,Him fight american music change.,-1018.16,debit,Shopping
2023-01-21,Us building side section.,826.0,credit,Investment
2023-01-22,Check purpose young.,-852.91,debit,Shopping
2023-01-23,Offer bed it skill challenge.,-562.16,debit,Utilities
2023-01-23,Live seat.,-1948.88,debit,Entertainment
2023-01-23,Energy huge its recently.,3700.0,credit,Other
2023-01-24,Current health serious.,-336.03,debit,Food & Drink
2023-01-24,Nice maintain present cultural.,-627.24,debit,Rent
2023-01-24,Drug entire involve.,-125.23,debit,Entertainment
2023-01-24,Both including.,1450.0,credit,Other
2023-01-24,Couple general pretty show.,-625.49,debit,Food & Drink
2023-01-24,Pattern wrong kind certainly.,-247.69,debit,Utilities
2023-01-25,Science drug.,-342.26,debit,Travel
2023-01-26,Add really born.,1467.0,credit,Other
2023-01-27,Age decade mrs data.,-676.67,debit,Food & Drink
2023-01-27,Nature performance yeah.,-533.27,debit,Rent
2023-01-28,On professional analysis color.,-997.33,debit,Rent
2023-01-29,Smile peace apply.,-1004.22,debit,Food & Drink
2023-01-29,Home even.,-323.05,debit,Health & Fitness
2023-01-30,Affect test.,-464.52,debit,Rent
2023-01-31,Woman meet report.,-1718.79,debit,Food & Drink
2023-01-31,Term mother cost may.,4364.0,credit,Investment
2023-02-01,Unit again easy morning four.,-366.13,debit,Utilities
2023-02-02,Adult range green.,-1110.2,debit,Food & Drink
2023-02-03,You without every.,-456.79,debit,Shopping
2023-02-06,Election hit yourself wrong want.,-549.8,debit,Health & Fitness
2023-02-07,Charge today prevent.,1478.0,credit,Other
2023-02-07,Minute question their rather.,-366.9,debit,Food & Drink
2023-02-08,Of interview fine.,-1908.62,debit,Food & Drink
2023-02-08,My deal catch must.,2812.0,credit,Other
2023-02-09,Finally relate model.,-661.33,debit,Travel
2023-02-12,Yet wish certain usually.,-744.15,debit,Food & Drink
2023-02-13,Attack mouth rest contain.,-1481.76,debit,Travel
2023-02-15,She they.,-1187.46,debit,Health & Fitness
2023-02-16,Field seat start pm.,-1467.6,debit,Entertainment
2023-02-18,Single blood continue.,-309.63,debit,Entertainment
2023-02-20,Note discuss discussion reach grow.,-473.67,debit,Food & Drink
2023-02-20,Maybe painting republican.,-1902.47,debit,Food & Drink
2023-02-22,System man case.,3019.0,credit,Other
2023-02-22,Allow share address.,3939.0,credit,Investment
2023-02-24,Development provide dark daughter.,-1945.39,debit,Food & Drink
2023-02-26,Term majority foot leader.,1262.0,credit,Other
2023-02-26,If among save herself.,4757.0,credit,Investment
2023-02-26,Particularly score order modern.,-922.33,debit,Health & Fitness
2023-02-28,Body lead there there early.,-1015.8,debit,Rent
2023-03-03,Fact huge fight.,-1328.26,debit,Shopping
2023-03-03,Worker always hold share.,-158.91,debit,Shopping
2023-03-05,Career including late condition opportunity.,-910.99,debit,Health & Fitness
2023-03-05,Coach family try ready.,2638.0,credit,Other
2023-03-05,Stop later reveal both.,-1404.44,debit,Shopping
2023-03-07,Bed food possible represent.,-280.86,debit,Entertainment
2023-03-08,Before relationship plant.,-319.27,debit,Rent
2023-03-08,Religious risk window partner civil.,3072.0,credit,Other
2023-03-08,Analysis color friend the.,-1929.62,debit,Health & Fitness
2023-03-08,Than condition republican.,-932.06,debit,Travel
2023-03-10,Finally shoulder land.,-323.65,debit,Rent
2023-03-10,Together whether about.,-437.89,debit,Food & Drink
2023-03-12,Learn talk.,-191.51,debit,Utilities
2023-03-13,People newspaper stay.,-71.85,debit,Utilities
2023-03-13,Process law kind over according.,2631.0,credit,Other
2023-03-13,Part management.,-798.53,debit,Health & Fitness
2023-03-15,Challenge president already.,-1116.35,debit,Salary
2023-03-15,Study fear turn any indicate.,-929.47,debit,Rent
2023-03-16,Public particularly reality.,-251.69,debit,Utilities
2023-03-16,Concern lay often use behavior.,1570.0,credit,Investment
2023-03-18,Happy her attack interview.,3549.0,credit,Other
2023-03-18,Fall care.,-1168.82,debit,Rent
2023-03-21,Money modern receive partner.,-53.38,debit,Rent
